dtreffre,numdep,nomdep,numregi,nomregi,aah_complaah,aah_age_5,beneficiaires,lieures,date
2026-02,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 60 et 64 ans,612,LA REUNION/LA REUNION,2026-02-01
2024-12,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 30 et 34 ans,1652,LA REUNION/LA REUNION,2024-12-01
2024-12,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 60 et 64 ans,2291,LA REUNION/LA REUNION,2024-12-01
2024-12,974,LA REUNION,04,LA REUNION,AAH avec complément,Age indéterminé,7,LA REUNION/LA REUNION,2024-12-01
2024-12,974,LA REUNION,04,LA REUNION,AAH avec complément,Moins de 20 ans,1,LA REUNION/LA REUNION,2024-12-01
2024-12,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 25 et 29 ans,71,LA REUNION/LA REUNION,2024-12-01
2024-12,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 30 et 34 ans,140,LA REUNION/LA REUNION,2024-12-01
2025-03,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 35 et 39 ans,1645,LA REUNION/LA REUNION,2025-03-01
2025-03,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 40 et 44 ans,1949,LA REUNION/LA REUNION,2025-03-01
2025-03,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 45 et 49 ans,1990,LA REUNION/LA REUNION,2025-03-01
2025-03,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 50 et 54 ans,2499,LA REUNION/LA REUNION,2025-03-01
2025-03,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 55 et 59 ans,3304,LA REUNION/LA REUNION,2025-03-01
2025-03,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 60 et 64 ans,2304,LA REUNION/LA REUNION,2025-03-01
2025-03,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 20 et 24 ans,29,LA REUNION/LA REUNION,2025-03-01
2025-03,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 50 et 54 ans,436,LA REUNION/LA REUNION,2025-03-01
2025-09,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 20 et 24 ans,1280,LA REUNION/LA REUNION,2025-09-01
2025-09,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 40 et 44 ans,1959,LA REUNION/LA REUNION,2025-09-01
2025-09,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 50 et 54 ans,2558,LA REUNION/LA REUNION,2025-09-01
2025-09,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 60 et 64 ans,2321,LA REUNION/LA REUNION,2025-09-01
2025-09,974,LA REUNION,04,LA REUNION,AAH sans complément,65 ans ou plus,1469,LA REUNION/LA REUNION,2025-09-01
2025-09,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 25 et 29 ans,62,LA REUNION/LA REUNION,2025-09-01
2025-09,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 45 et 49 ans,294,LA REUNION/LA REUNION,2025-09-01
2025-08,974,LA REUNION,04,LA REUNION,AAH sans complément,Age indéterminé,15,LA REUNION/LA REUNION,2025-08-01
2025-08,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 35 et 39 ans,1653,LA REUNION/LA REUNION,2025-08-01
2025-08,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 45 et 49 ans,2018,LA REUNION/LA REUNION,2025-08-01
2025-08,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 60 et 64 ans,2305,LA REUNION/LA REUNION,2025-08-01
2025-08,974,LA REUNION,04,LA REUNION,AAH avec complément,Age indéterminé,1,LA REUNION/LA REUNION,2025-08-01
2025-08,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 20 et 24 ans,29,LA REUNION/LA REUNION,2025-08-01
2025-08,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 30 et 34 ans,137,LA REUNION/LA REUNION,2025-08-01
2025-08,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 55 et 59 ans,625,LA REUNION/LA REUNION,2025-08-01
2025-08,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 60 et 64 ans,641,LA REUNION/LA REUNION,2025-08-01
2025-08,974,LA REUNION,04,LA REUNION,AAH avec complément,65 ans ou plus,599,LA REUNION/LA REUNION,2025-08-01
2024-07,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 20 et 24 ans,1256,LA REUNION/LA REUNION,2024-07-01
2024-07,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 45 et 49 ans,1987,LA REUNION/LA REUNION,2024-07-01
2024-07,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 50 et 54 ans,2506,LA REUNION/LA REUNION,2024-07-01
2024-07,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 55 et 59 ans,3364,LA REUNION/LA REUNION,2024-07-01
2024-07,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 20 et 24 ans,32,LA REUNION/LA REUNION,2024-07-01
2024-07,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 55 et 59 ans,667,LA REUNION/LA REUNION,2024-07-01
2024-05,974,LA REUNION,04,LA REUNION,AAH sans complément,Age indéterminé,18,LA REUNION/LA REUNION,2024-05-01
2024-05,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 20 et 24 ans,1269,LA REUNION/LA REUNION,2024-05-01
2024-05,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 35 et 39 ans,1674,LA REUNION/LA REUNION,2024-05-01
2024-05,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 45 et 49 ans,1961,LA REUNION/LA REUNION,2024-05-01
2024-05,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 60 et 64 ans,2267,LA REUNION/LA REUNION,2024-05-01
2024-05,974,LA REUNION,04,LA REUNION,AAH avec complément,Moins de 20 ans,1,LA REUNION/LA REUNION,2024-05-01
2024-05,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 30 et 34 ans,145,LA REUNION/LA REUNION,2024-05-01
2024-05,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 45 et 49 ans,317,LA REUNION/LA REUNION,2024-05-01
2024-05,974,LA REUNION,04,LA REUNION,AAH avec complément,65 ans ou plus,593,LA REUNION/LA REUNION,2024-05-01
2024-03,974,LA REUNION,04,LA REUNION,AAH sans complément,Moins de 20 ans,6,LA REUNION/LA REUNION,2024-03-01
2024-03,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 20 et 24 ans,1278,LA REUNION/LA REUNION,2024-03-01
2024-03,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 25 et 29 ans,1461,LA REUNION/LA REUNION,2024-03-01
2024-03,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 50 et 54 ans,2510,LA REUNION/LA REUNION,2024-03-01
2024-03,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 55 et 59 ans,3384,LA REUNION/LA REUNION,2024-03-01
2024-03,974,LA REUNION,04,LA REUNION,AAH avec complément,Age indéterminé,1,LA REUNION/LA REUNION,2024-03-01
2024-03,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 20 et 24 ans,34,LA REUNION/LA REUNION,2024-03-01
2024-03,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 35 et 39 ans,208,LA REUNION/LA REUNION,2024-03-01
2024-03,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 55 et 59 ans,674,LA REUNION/LA REUNION,2024-03-01
2024-03,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 60 et 64 ans,648,LA REUNION/LA REUNION,2024-03-01
2022-03,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 40 et 44 ans,1564,LA REUNION/LA REUNION,2022-03-01
2022-03,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 50 et 54 ans,2465,LA REUNION/LA REUNION,2022-03-01
2022-03,974,LA REUNION,04,LA REUNION,AAH sans complément,65 ans ou plus,1054,LA REUNION/LA REUNION,2022-03-01
2022-03,974,LA REUNION,04,LA REUNION,AAH avec complément,Moins de 20 ans,1,LA REUNION/LA REUNION,2022-03-01
2022-03,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 20 et 24 ans,40,LA REUNION/LA REUNION,2022-03-01
2022-03,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 30 et 34 ans,170,LA REUNION/LA REUNION,2022-03-01
2022-02,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 30 et 34 ans,1406,LA REUNION/LA REUNION,2022-02-01
2022-02,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 35 et 39 ans,1649,LA REUNION/LA REUNION,2022-02-01
2022-02,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 40 et 44 ans,1540,LA REUNION/LA REUNION,2022-02-01
2022-02,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 60 et 64 ans,2006,LA REUNION/LA REUNION,2022-02-01
2022-02,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 20 et 24 ans,42,LA REUNION/LA REUNION,2022-02-01
2022-02,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 30 et 34 ans,168,LA REUNION/LA REUNION,2022-02-01
2022-02,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 40 et 44 ans,274,LA REUNION/LA REUNION,2022-02-01
2022-02,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 50 et 54 ans,587,LA REUNION/LA REUNION,2022-02-01
2022-02,974,LA REUNION,04,LA REUNION,AAH avec complément,65 ans ou plus,417,LA REUNION/LA REUNION,2022-02-01
2022-04,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 20 et 24 ans,1270,LA REUNION/LA REUNION,2022-04-01
2022-04,974,LA REUNION,04,LA REUNION,AAH sans complément,65 ans ou plus,1089,LA REUNION/LA REUNION,2022-04-01
2022-04,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 25 et 29 ans,121,LA REUNION/LA REUNION,2022-04-01
2022-04,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 35 et 39 ans,196,LA REUNION/LA REUNION,2022-04-01
2022-04,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 45 et 49 ans,359,LA REUNION/LA REUNION,2022-04-01
2022-03,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 40 et 44 ans,283,LA REUNION/LA REUNION,2022-03-01
2022-03,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 60 et 64 ans,580,LA REUNION/LA REUNION,2022-03-01
2021-09,974,LA REUNION,04,LA REUNION,AAH sans complément,Age indéterminé,12,LA REUNION/LA REUNION,2021-09-01
2021-09,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 20 et 24 ans,1269,LA REUNION/LA REUNION,2021-09-01
2021-09,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 30 et 34 ans,1427,LA REUNION/LA REUNION,2021-09-01
2021-09,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 40 et 44 ans,1619,LA REUNION/LA REUNION,2021-09-01
2021-09,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 50 et 54 ans,2481,LA REUNION/LA REUNION,2021-09-01
2021-09,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 60 et 64 ans,2015,LA REUNION/LA REUNION,2021-09-01
2021-09,974,LA REUNION,04,LA REUNION,AAH avec complément,Age indéterminé,3,LA REUNION/LA REUNION,2021-09-01
2021-09,974,LA REUNION,04,LA REUNION,AAH avec complément,Moins de 20 ans,1,LA REUNION/LA REUNION,2021-09-01
2021-09,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 25 et 29 ans,124,LA REUNION/LA REUNION,2021-09-01
2021-09,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 60 et 64 ans,589,LA REUNION/LA REUNION,2021-09-01
2021-09,974,LA REUNION,04,LA REUNION,AAH avec complément,65 ans ou plus,449,LA REUNION/LA REUNION,2021-09-01
2021-10,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 25 et 29 ans,1390,LA REUNION/LA REUNION,2021-10-01
2021-10,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 35 et 39 ans,1612,LA REUNION/LA REUNION,2021-10-01
2021-10,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 45 et 49 ans,1876,LA REUNION/LA REUNION,2021-10-01
2021-10,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 50 et 54 ans,2482,LA REUNION/LA REUNION,2021-10-01
2021-10,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 55 et 59 ans,3237,LA REUNION/LA REUNION,2021-10-01
2021-10,974,LA REUNION,04,LA REUNION,AAH avec complément,Moins de 20 ans,1,LA REUNION/LA REUNION,2021-10-01
2021-10,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 40 et 44 ans,287,LA REUNION/LA REUNION,2021-10-01
2024-08,974,LA REUNION,04,LA REUNION,AAH sans complément,Age indéterminé,13,LA REUNION/LA REUNION,2024-08-01
2024-08,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 30 et 34 ans,1638,LA REUNION/LA REUNION,2024-08-01
2024-08,974,LA REUNION,04,LA REUNION,AAH avec complément,Moins de 20 ans,1,LA REUNION/LA REUNION,2024-08-01
2024-08,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 35 et 39 ans,1645,LA REUNION/LA REUNION,2024-08-01
2024-08,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 55 et 59 ans,3370,LA REUNION/LA REUNION,2024-08-01
2024-08,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 25 et 29 ans,75,LA REUNION/LA REUNION,2024-08-01
2024-08,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 35 et 39 ans,212,LA REUNION/LA REUNION,2024-08-01
2024-08,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 55 et 59 ans,671,LA REUNION/LA REUNION,2024-08-01
2024-08,974,LA REUNION,04,LA REUNION,AAH avec complément,65 ans ou plus,614,LA REUNION/LA REUNION,2024-08-01
2024-06,974,LA REUNION,04,LA REUNION,AAH avec complément,65 ans ou plus,588,LA REUNION/LA REUNION,2024-06-01
2024-09,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 25 et 29 ans,1488,LA REUNION/LA REUNION,2024-09-01
2024-09,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 35 et 39 ans,1644,LA REUNION/LA REUNION,2024-09-01
2024-09,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 40 et 44 ans,1859,LA REUNION/LA REUNION,2024-09-01
2024-09,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 40 et 44 ans,236,LA REUNION/LA REUNION,2024-09-01
2024-09,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 55 et 59 ans,668,LA REUNION/LA REUNION,2024-09-01
2024-09,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 60 et 64 ans,640,LA REUNION/LA REUNION,2024-09-01
2024-02,974,LA REUNION,04,LA REUNION,AAH sans complément,Moins de 20 ans,6,LA REUNION/LA REUNION,2024-02-01
2024-02,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 45 et 49 ans,1908,LA REUNION/LA REUNION,2024-02-01
2024-02,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 50 et 54 ans,2513,LA REUNION/LA REUNION,2024-02-01
2024-02,974,LA REUNION,04,LA REUNION,AAH avec complément,Age indéterminé,6,LA REUNION/LA REUNION,2024-02-01
2024-02,974,LA REUNION,04,LA REUNION,AAH avec complément,Moins de 20 ans,1,LA REUNION/LA REUNION,2024-02-01
2024-02,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 35 et 39 ans,209,LA REUNION/LA REUNION,2024-02-01
2024-02,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 50 et 54 ans,480,LA REUNION/LA REUNION,2024-02-01
2024-02,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 55 et 59 ans,684,LA REUNION/LA REUNION,2024-02-01
2024-02,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 60 et 64 ans,648,LA REUNION/LA REUNION,2024-02-01
2024-01,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 45 et 49 ans,1908,LA REUNION/LA REUNION,2024-01-01
2024-01,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 60 et 64 ans,2208,LA REUNION/LA REUNION,2024-01-01
2024-01,974,LA REUNION,04,LA REUNION,AAH sans complément,65 ans ou plus,1251,LA REUNION/LA REUNION,2024-01-01
2024-01,974,LA REUNION,04,LA REUNION,AAH avec complément,Age indéterminé,2,LA REUNION/LA REUNION,2024-01-01
2024-01,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 40 et 44 ans,256,LA REUNION/LA REUNION,2024-01-01
2024-01,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 45 et 49 ans,312,LA REUNION/LA REUNION,2024-01-01
2024-01,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 50 et 54 ans,2497,LA REUNION/LA REUNION,2024-01-01
2024-01,974,LA REUNION,04,LA REUNION,AAH avec complément,Moins de 20 ans,1,LA REUNION/LA REUNION,2024-01-01
2024-01,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 20 et 24 ans,38,LA REUNION/LA REUNION,2024-01-01
2024-01,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 60 et 64 ans,643,LA REUNION/LA REUNION,2024-01-01
2025-02,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 30 et 34 ans,1635,LA REUNION/LA REUNION,2025-02-01
2025-02,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 35 et 39 ans,1655,LA REUNION/LA REUNION,2025-02-01
2025-02,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 50 et 54 ans,2506,LA REUNION/LA REUNION,2025-02-01
2025-02,974,LA REUNION,04,LA REUNION,AAH sans complément,65 ans ou plus,1357,LA REUNION/LA REUNION,2025-02-01
2025-02,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 55 et 59 ans,648,LA REUNION/LA REUNION,2025-02-01
2024-04,974,LA REUNION,04,LA REUNION,AAH sans complément,Age indéterminé,12,LA REUNION/LA REUNION,2024-04-01
2024-04,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 30 et 34 ans,1601,LA REUNION/LA REUNION,2024-04-01
2024-04,974,LA REUNION,04,LA REUNION,AAH avec complément,Moins de 20 ans,1,LA REUNION/LA REUNION,2024-04-01
2024-04,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 25 et 29 ans,76,LA REUNION/LA REUNION,2024-04-01
2024-04,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 45 et 49 ans,323,LA REUNION/LA REUNION,2024-04-01
2024-04,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 50 et 54 ans,481,LA REUNION/LA REUNION,2024-04-01
2020-06,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 20 et 24 ans,1202,LA REUNION/LA REUNION,2020-06-01
2020-06,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 40 et 44 ans,1600,LA REUNION/LA REUNION,2020-06-01
2020-06,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 55 et 59 ans,3031,LA REUNION/LA REUNION,2020-06-01
2020-06,974,LA REUNION,04,LA REUNION,AAH sans complément,65 ans ou plus,934,LA REUNION/LA REUNION,2020-06-01
2020-06,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 20 et 24 ans,42,LA REUNION/LA REUNION,2020-06-01
2020-06,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 25 et 29 ans,146,LA REUNION/LA REUNION,2020-06-01
2020-06,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 30 et 34 ans,165,LA REUNION/LA REUNION,2020-06-01
2020-06,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 35 et 39 ans,226,LA REUNION/LA REUNION,2020-06-01
2020-06,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 50 et 54 ans,584,LA REUNION/LA REUNION,2020-06-01
2020-06,974,LA REUNION,04,LA REUNION,AAH avec complément,65 ans ou plus,386,LA REUNION/LA REUNION,2020-06-01
2020-09,974,LA REUNION,04,LA REUNION,AAH sans complément,Age indéterminé,14,LA REUNION/LA REUNION,2020-09-01
2020-09,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 30 et 34 ans,1364,LA REUNION/LA REUNION,2020-09-01
2020-09,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 35 et 39 ans,1532,LA REUNION/LA REUNION,2020-09-01
2020-09,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 55 et 59 ans,3075,LA REUNION/LA REUNION,2020-09-01
2020-09,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 30 et 34 ans,170,LA REUNION/LA REUNION,2020-09-01
2020-09,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 35 et 39 ans,221,LA REUNION/LA REUNION,2020-09-01
2020-09,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 50 et 54 ans,581,LA REUNION/LA REUNION,2020-09-01
2020-09,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 60 et 64 ans,603,LA REUNION/LA REUNION,2020-09-01
2020-10,974,LA REUNION,04,LA REUNION,AAH sans complément,Age indéterminé,15,LA REUNION/LA REUNION,2020-10-01
2020-10,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 45 et 49 ans,1941,LA REUNION/LA REUNION,2020-10-01
2020-10,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 20 et 24 ans,48,LA REUNION/LA REUNION,2020-10-01
2020-10,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 25 et 29 ans,141,LA REUNION/LA REUNION,2020-10-01
2020-10,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 30 et 34 ans,169,LA REUNION/LA REUNION,2020-10-01
2020-10,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 40 et 44 ans,285,LA REUNION/LA REUNION,2020-10-01
2020-08,974,LA REUNION,04,LA REUNION,AAH sans complément,Age indéterminé,11,LA REUNION/LA REUNION,2020-08-01
2020-08,974,LA REUNION,04,LA REUNION,AAH sans complément,Moins de 20 ans,16,LA REUNION/LA REUNION,2020-08-01
2020-08,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 35 et 39 ans,1535,LA REUNION/LA REUNION,2020-08-01
2020-08,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 50 et 54 ans,2502,LA REUNION/LA REUNION,2020-08-01
2020-08,974,LA REUNION,04,LA REUNION,AAH sans complément,65 ans ou plus,958,LA REUNION/LA REUNION,2020-08-01
2020-08,974,LA REUNION,04,LA REUNION,AAH avec complément,Age indéterminé,2,LA REUNION/LA REUNION,2020-08-01
2020-08,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 30 et 34 ans,165,LA REUNION/LA REUNION,2020-08-01
2020-08,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 45 et 49 ans,415,LA REUNION/LA REUNION,2020-08-01
2020-08,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 60 et 64 ans,600,LA REUNION/LA REUNION,2020-08-01
2020-08,974,LA REUNION,04,LA REUNION,AAH avec complément,65 ans ou plus,397,LA REUNION/LA REUNION,2020-08-01
2020-02,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 35 et 39 ans,1492,LA REUNION/LA REUNION,2020-02-01
2020-02,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 40 et 44 ans,1535,LA REUNION/LA REUNION,2020-02-01
2020-02,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 45 et 49 ans,1895,LA REUNION/LA REUNION,2020-02-01
2020-02,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 55 et 59 ans,2943,LA REUNION/LA REUNION,2020-02-01
2020-02,974,LA REUNION,04,LA REUNION,AAH sans complément,65 ans ou plus,857,LA REUNION/LA REUNION,2020-02-01
2020-02,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 50 et 54 ans,580,LA REUNION/LA REUNION,2020-02-01
2021-01,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 20 et 24 ans,1232,LA REUNION/LA REUNION,2021-01-01
2021-01,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 30 et 34 ans,1376,LA REUNION/LA REUNION,2021-01-01
2021-01,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 60 et 64 ans,1946,LA REUNION/LA REUNION,2021-01-01
2021-01,974,LA REUNION,04,LA REUNION,AAH sans complément,65 ans ou plus,988,LA REUNION/LA REUNION,2021-01-01
2021-01,974,LA REUNION,04,LA REUNION,AAH avec complément,Age indéterminé,2,LA REUNION/LA REUNION,2021-01-01
2021-01,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 25 et 29 ans,138,LA REUNION/LA REUNION,2021-01-01
2021-01,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 35 et 39 ans,215,LA REUNION/LA REUNION,2021-01-01
2021-01,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 40 et 44 ans,271,LA REUNION/LA REUNION,2021-01-01
2021-01,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 50 et 54 ans,587,LA REUNION/LA REUNION,2021-01-01
2021-01,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 60 et 64 ans,585,LA REUNION/LA REUNION,2021-01-01
2021-02,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 20 et 24 ans,1247,LA REUNION/LA REUNION,2021-02-01
2021-02,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 30 et 34 ans,1379,LA REUNION/LA REUNION,2021-02-01
2021-02,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 40 et 44 ans,1604,LA REUNION/LA REUNION,2021-02-01
2021-02,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 50 et 54 ans,2476,LA REUNION/LA REUNION,2021-02-01
2021-02,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 20 et 24 ans,41,LA REUNION/LA REUNION,2021-02-01
2021-02,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 25 et 29 ans,140,LA REUNION/LA REUNION,2021-02-01
2021-02,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 40 et 44 ans,272,LA REUNION/LA REUNION,2021-02-01
2021-02,974,LA REUNION,04,LA REUNION,AAH avec complément,65 ans ou plus,406,LA REUNION/LA REUNION,2021-02-01
2021-04,974,LA REUNION,04,LA REUNION,AAH sans complément,Age indéterminé,11,LA REUNION/LA REUNION,2021-04-01
2021-04,974,LA REUNION,04,LA REUNION,AAH sans complément,Moins de 20 ans,17,LA REUNION/LA REUNION,2021-04-01
2021-04,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 20 et 24 ans,1253,LA REUNION/LA REUNION,2021-04-01
2021-04,974,LA REUNION,04,LA REUNION,AAH sans complément,Entre 30 et 34 ans,1396,LA REUNION/LA REUNION,2021-04-01
2021-04,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 20 et 24 ans,43,LA REUNION/LA REUNION,2021-04-01
2021-04,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 25 et 29 ans,136,LA REUNION/LA REUNION,2021-04-01
2021-04,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 30 et 34 ans,167,LA REUNION/LA REUNION,2021-04-01
2021-04,974,LA REUNION,04,LA REUNION,AAH avec complément,Entre 50 et 54 ans,579,LA REUNION/LA REUNION,2021-04-01
